validation_loss,epoch,step,loss,reconstruction_loss,kl_loss
20.10070037841797,0,3,,,
23.702333450317383,1,7,,,
29.99956512451172,2,11,,,
33.3069953918457,3,15,,,
27.91454315185547,4,19,,,
22.851112365722656,5,23,,,
18.247983932495117,6,27,,,
14.631247520446777,7,31,,,
12.429235458374023,8,35,,,
10.661856651306152,9,39,,,
9.680468559265137,10,43,,,
8.379684448242188,11,47,,,
,12,49,7.388153553009033,0.9456363916397095,6.442517280578613
7.450121879577637,12,51,,,
6.727229118347168,13,55,,,
6.175451755523682,14,59,,,
6.154914855957031,15,63,,,
5.835122108459473,16,67,,,
5.170890808105469,17,71,,,
5.113619804382324,18,75,,,
5.047675132751465,19,79,,,
4.935889720916748,20,83,,,
4.610933303833008,21,87,,,
4.424538612365723,22,91,,,
4.064133167266846,23,95,,,
,24,99,3.9351694583892822,0.8550875782966614,3.0800819396972656
4.553930282592773,24,99,,,
4.307720184326172,25,103,,,
3.881777286529541,26,107,,,
4.099854946136475,27,111,,,
3.688837766647339,28,115,,,
3.790128231048584,29,119,,,
3.429049491882324,30,123,,,
3.6718063354492188,31,127,,,
3.350860118865967,32,131,,,
2.931983470916748,33,135,,,
3.0872461795806885,34,139,,,
2.8496286869049072,35,143,,,
2.7934558391571045,36,147,,,
,37,149,2.5176358222961426,0.7680994868278503,1.7495362758636475
2.634932279586792,37,151,,,
3.1769638061523438,38,155,,,
2.727627754211426,39,159,,,
2.7063465118408203,40,163,,,
2.790398597717285,41,167,,,
2.5864219665527344,42,171,,,
2.552335500717163,43,175,,,
2.3514130115509033,44,179,,,
2.213811159133911,45,183,,,
2.3701961040496826,46,187,,,
2.2174482345581055,47,191,,,
2.20198655128479,48,195,,,
,49,199,2.7334892749786377,0.6916421055793762,2.0418472290039062
2.5163912773132324,49,199,,,
2.2058441638946533,50,203,,,
2.3763134479522705,51,207,,,
1.9811862707138062,52,211,,,
2.1004066467285156,53,215,,,
2.143686532974243,54,219,,,
2.125124216079712,55,223,,,
2.020840883255005,56,227,,,
1.8000540733337402,57,231,,,
2.0779969692230225,58,235,,,
1.8331987857818604,59,239,,,
1.661260962486267,60,243,,,
1.9282910823822021,61,247,,,
,62,249,1.688399314880371,0.6220178604125977,1.0663814544677734
1.8585689067840576,62,251,,,
1.8032724857330322,63,255,,,
1.7441760301589966,64,259,,,
1.6351251602172852,65,263,,,
1.5790221691131592,66,267,,,
1.495395541191101,67,271,,,
1.500062108039856,68,275,,,
1.6107871532440186,69,279,,,
1.3811606168746948,70,283,,,
1.4823205471038818,71,287,,,
1.3463809490203857,72,291,,,
1.4730989933013916,73,295,,,
,74,299,1.1761256456375122,0.5551279187202454,0.6209977269172668
1.3341388702392578,74,299,,,
1.4028233289718628,75,303,,,
1.491281270980835,76,307,,,
1.3470286130905151,77,311,,,
1.1747156381607056,78,315,,,
1.2140146493911743,79,319,,,
1.4495599269866943,80,323,,,
1.3126208782196045,81,327,,,
1.271298885345459,82,331,,,
1.1909658908843994,83,335,,,
1.2454488277435303,84,339,,,
1.0951497554779053,85,343,,,
1.0936734676361084,86,347,,,
,87,349,1.147678017616272,0.49559804797172546,0.6520799398422241
1.2540638446807861,87,351,,,
1.2314648628234863,88,355,,,
1.0510060787200928,89,359,,,
1.1187330484390259,90,363,,,
1.146829605102539,91,367,,,
1.0863748788833618,92,371,,,
1.1331602334976196,93,375,,,
1.0525275468826294,94,379,,,
1.0057709217071533,95,383,,,
